"imgSrc","detailUrl","price","hdpData.homeInfo.bathrooms","hdpData.homeInfo.bedrooms","hdpData.homeInfo.livingArea"
"https://photos.zillowstatic.com/fp/bb1dbbcae6db286f00efd1e67755a0cc-p_e.jpg","https://www.zillow.com/homedetails/6570-McAbee-Rd-San-Jose-CA-95120/19761789_zpid/","$2,198,000","3","5","2177"
"https://photos.zillowstatic.com/fp/660f28f23fe3f1bd013b4107331465fa-p_e.jpg","https://www.zillow.com/homedetails/2301-Saidel-Dr-APT-3-San-Jose-CA-95124/19678022_zpid/","$569,000","1","2","903"
"https://photos.zillowstatic.com/fp/b6ebf0b08aec86a226bcc4978a3a45f7-p_e.jpg","https://www.zillow.com/homedetails/220-Lindbergh-St-San-Mateo-CA-94401/15524445_zpid/","$1,398,888","2","3","1212"
"https://photos.zillowstatic.com/fp/c4e25d2567973f1e50a3bbc60ce3b144-p_e.jpg","https://www.zillow.com/homedetails/Oakland-CA-94605/2062436748_zpid/","$1,600,000",,,
"https://photos.zillowstatic.com/fp/e576111159cf55d2a4931d5151324fc9-p_e.jpg","https://www.zillow.com/homedetails/1701-S-Springer-Rd-Mountain-View-CA-94040/19530699_zpid/","$3,250,000","2","3","1593"
"https://photos.zillowstatic.com/fp/07cbce9d7c8cf77ceb97742fc7afca53-p_e.jpg","https://www.zillow.com/homedetails/1101-S-Main-St-APT-212-Milpitas-CA-95035/82957882_zpid/","$507,604","2","2","1015"
"https://photos.zillowstatic.com/fp/6472250aba85e4c083c443f594147349-p_e.jpg","https://www.zillow.com/homedetails/183-Belvue-Dr-Los-Gatos-CA-95032/19747643_zpid/","$2,988,000","2","4","1843"
"https://photos.zillowstatic.com/fp/abc6246ad017868b1189d5ea033e2ca9-p_e.jpg","https://www.zillow.com/homedetails/5657-Rotterdam-Ln-San-Jose-CA-95118/19755336_zpid/","$1,595,000","2","4","1252"
"https://photos.zillowstatic.com/fp/31bf22ae91bfc6c8f54ad767881aa841-p_e.jpg","https://www.zillow.com/homedetails/2885-Berryessa-Rd-San-Jose-CA-95132/19773710_zpid/","$1,999,000","3","4","2026"
"https://photos.zillowstatic.com/fp/c673c927e95352bf7ffd22e8e65f2605-p_e.jpg","https://www.zillow.com/homedetails/851-Standish-Rd-Pacifica-CA-94044/15505976_zpid/","$1,298,000","2","3","1540"
"https://photos.zillowstatic.com/fp/c5bac9afdcc0f1c6038e369421a30a28-p_e.jpg","https://www.zillow.com/homedetails/88-Palisades-Dr-Daly-City-CA-94015/15464899_zpid/","$1,488,888","2","3","1440"
"https://photos.zillowstatic.com/fp/fb64eeec68fed333a549707949d9d9dc-p_e.jpg","https://www.zillow.com/homedetails/356-Northgate-Ave-Daly-City-CA-94015/15457473_zpid/","$1,397,000","4","4","1860"
"https://photos.zillowstatic.com/fp/82da49a4917b295b86fd1145c7a59447-p_e.jpg","https://www.zillow.com/homedetails/121-Bernal-Ave-Moss-Beach-CA-94038/15534242_zpid/","$1,749,000","3","3","1950"
"https://photos.zillowstatic.com/fp/039a60609640073405b6ef088a223f23-p_e.jpg","https://www.zillow.com/homedetails/1219-Cedar-St-Montara-CA-94037/15533159_zpid/","$1,249,000","2","3","955"
"https://photos.zillowstatic.com/fp/aa5d08e31cd12ce1cb4f68aeb2b2d57b-p_e.jpg","https://www.zillow.com/homedetails/1024-Rio-Vista-Dr-Pacifica-CA-94044/15506222_zpid/","$1,095,000","1","3","1040"
"https://photos.zillowstatic.com/fp/4846dfdcdbd5ada5b052d13a6325cdcb-p_e.jpg","https://www.zillow.com/homedetails/1161-Tamarind-St-Montara-CA-94037/15532894_zpid/","$1,355,000","3","4","1975"
"https://photos.zillowstatic.com/fp/486a3e97e6763a22eee3ef8b673307b8-p_e.jpg","https://www.zillow.com/homedetails/824-Dell-Rd-Pacifica-CA-94044/15506004_zpid/","$1.23M","2","3","1980"
"https://photos.zillowstatic.com/fp/9aac7953eb2b0243dc039397dac6954e-p_e.jpg","https://www.zillow.com/homedetails/525-5th-St-Montara-CA-94037/15532868_zpid/","$1,740,000","3","3","2231"
"https://photos.zillowstatic.com/fp/0af24c08bb8cda2d03fa3eeec411c418-p_e.jpg","https://www.zillow.com/homedetails/1198-Main-St-Montara-CA-94037/15532722_zpid/","$2,900,000","4","4","3580"
"https://photos.zillowstatic.com/fp/2fab287b40661b39e585cd2316ed1e04-p_e.jpg","https://www.zillow.com/homedetails/1207-Danmann-Ave-Pacifica-CA-94044/55007429_zpid/","$2,685,000","4","4","3480"
"https://photos.zillowstatic.com/fp/48aeb3c66f5c6db53fcd7d9580b3b34f-p_e.jpg","https://www.zillow.com/homedetails/846-San-Ramon-Ave-Moss-Beach-CA-94038/15534190_zpid/","$1,695,000","3","5","2230"
"https://photos.zillowstatic.com/fp/a647d24123b0421e907a634cc3d055e0-p_e.jpg","https://www.zillow.com/homedetails/279-Sterling-Ave-Pacifica-CA-94044/15504884_zpid/","$2,188,000","5","5","2100"
"https://photos.zillowstatic.com/fp/4d5744112ec2c1cbf9574923fa659f76-p_e.jpg","https://www.zillow.com/homedetails/1129-Acacia-St-Montara-CA-94037/15532906_zpid/","$1,585,000","3","5","2170"
"https://photos.zillowstatic.com/fp/9dfc11c0cca7d158e54c46139ed2e200-p_e.jpg","https://www.zillow.com/homedetails/266-6th-St-Montara-CA-94037/15532733_zpid/","$1,750,000","3","5","2650"
"https://photos.zillowstatic.com/fp/f6a427857c3e175615a21f5159f8ab45-p_e.jpg","https://www.zillow.com/homedetails/496-6th-St-Montara-CA-94037/181396168_zpid/","$2,800,000",,,"9763"
"https://photos.zillowstatic.com/fp/28ee5a2d21ccfdadcb173abf7ecc43e6-p_e.jpg","https://www.zillow.com/homedetails/670-Roberts-Rd-Pacifica-CA-94044/460854027_zpid/","$2,500,000",,,
"https://photos.zillowstatic.com/fp/7519a24bd98d4dc1494424157f2c7205-p_e.jpg","https://www.zillow.com/homedetails/37022250-Carlos-St-Moss-Beach-CA-94038/460617108_zpid/","$318,000",,,
"https://photos.zillowstatic.com/fp/f90e223ab3e4e38cfcc7eceb89073ff3-p_e.jpg","https://www.zillow.com/homedetails/37022240-Carlos-St-Moss-Beach-CA-94038/460616995_zpid/","$338,000",,,
"https://photos.zillowstatic.com/fp/282de2074f9c1954676d56edcc863ac4-p_e.jpg","https://www.zillow.com/homedetails/1-Ohlone-Dr-Pacifica-CA-94044/2077472246_zpid/","$2,000,000","0",,"0"
"https://photos.zillowstatic.com/fp/8e424079d185dd105d2a37e370b328de-p_e.jpg","https://www.zillow.com/homedetails/1790-Sunshine-Valley-Rd-Moss-Beach-CA-94038/15533467_zpid/","$2,349,000","3","4","2800"
"https://photos.zillowstatic.com/fp/6a5ed09a0121a6f9599115d8199d2b6b-p_e.jpg","https://www.zillow.com/homedetails/0-Oak-Ave-Moss-Beach-CA-94038/453844675_zpid/","$99,000",,,
"https://photos.zillowstatic.com/fp/41c474cbbc332ae129b432a2ff36bba0-p_e.jpg","https://www.zillow.com/homedetails/751-Sierra-St-Moss-Beach-CA-94038/2052958084_zpid/","$499,000",,,
"https://photos.zillowstatic.com/fp/2ac40668ee3dd980285573803b45ff17-p_e.jpg","https://www.zillow.com/homedetails/0-Elm-St-Montara-CA-94037/460069437_zpid/","$149,000","0",,
"https://photos.zillowstatic.com/fp/c3bbf19bb4fa70070242d75beeadd721-p_e.jpg","https://www.zillow.com/homedetails/Elm-St-Montara-CA-94037/460065913_zpid/","$199,000","0",,
"https://photos.zillowstatic.com/fp/a89d82a6e27fc541c5bf2823d030966d-p_e.jpg","https://www.zillow.com/homedetails/0-Etheldore-St-Moss-Beach-CA-94038/352063409_zpid/","$305,000",,,
"https://photos.zillowstatic.com/fp/9feaa7dc47c9030550d1a9faf6bb0e1d-p_e.jpg","https://www.zillow.com/homedetails/0-4th-St-Montara-CA-94037/457309612_zpid/","$318,000",,,
"https://photos.zillowstatic.com/fp/181aa1bf43fa1f28b3695e5509d05ce6-p_e.jpg","https://www.zillow.com/homedetails/1241-Birch-St-Montara-CA-94037/2095549539_zpid/","$395,000","0",,"0"
"https://photos.zillowstatic.com/fp/1e30e699bc742079215720bc7c9c44ed-p_e.jpg","https://www.zillow.com/homedetails/882-Stetson-St-Moss-Beach-CA-94038/2076886819_zpid/","$2,298,000","4","4","2238"
"https://photos.zillowstatic.com/fp/f49c52dacf71a70d804b081cba411886-p_e.jpg","https://www.zillow.com/homedetails/0-Balboa-Way-Pacifica-CA-94044/440457040_zpid/","$19,999",,,
"https://photos.zillowstatic.com/fp/90fc074940fecfacfb5f6054a37fd8b4-p_e.jpg","https://www.zillow.com/homedetails/111-Corona-Ln-Moss-Beach-CA-94038/15640173_zpid/","$439,000","2","3","1144"
"https://photos.zillowstatic.com/fp/8d9463f2e843fe43373fbcc687b2865c-p_e.jpg","https://www.zillow.com/homedetails/0-San-Lucas-Ave-Moss-Beach-CA-94038/457162975_zpid/","$120,000",,,
"https://photos.zillowstatic.com/fp/ae82d8574b0695b61ede3e204b0f10ad-p_e.jpg","https://www.zillow.com/homedetails/0-Ivy-St-Montara-CA-94037/456723636_zpid/","$599,000",,,
"https://photos.zillowstatic.com/fp/a4a56b6ce8bdf75a2424603d0b077dce-p_e.jpg","https://www.zillow.com/homedetails/End-Of-Hermosa-Rd-Montara-CA-94037/455634666_zpid/","$399,000",,,
"https://photos.zillowstatic.com/fp/f23db7d9d4bbe4878f6e3f7acb5f05a4-p_e.jpg","https://www.zillow.com/homedetails/417-Athenian-Way-Pacifica-CA-94044/2067720806_zpid/","$498,000",,,
"https://photos.zillowstatic.com/fp/417cc16176f14b681bb3faff9b70df71-p_e.jpg","https://www.zillow.com/homedetails/0-Adobe-Dr-Pacifica-CA-94044/352056857_zpid/","$340,000",,,
"https://photos.zillowstatic.com/fp/a940fcbf333196b70fd55ab1404103e4-p_e.jpg","https://www.zillow.com/homedetails/0-San-Ramon-Ave-Moss-Beach-CA-94038/352056645_zpid/","$3,500,000","0",,"0"
"https://photos.zillowstatic.com/fp/b69e91c245c5f2bf473a10ee159e798e-p_e.jpg","https://www.zillow.com/homedetails/1181-Etheldore-St-Moss-Beach-CA-94038/181397545_zpid/","$15,000,000",,,
"https://photos.zillowstatic.com/fp/9506f734f18744498c66b32465ef8051-p_e.jpg","https://www.zillow.com/homedetails/0-Pearl-Ave-Moss-Beach-CA-94038/443984410_zpid/","$389,000",,,
"https://photos.zillowstatic.com/fp/0ee122ba4125f00ae2c70eb8e2bf424a-p_e.jpg","https://www.zillow.com/homedetails/0-Seacliff-Ct-Montara-CA-94037/346216669_zpid/","$475,000",,,
"https://photos.zillowstatic.com/fp/7f95e10ce7f6dd9a25279aba02ff1f1b-p_e.jpg","https://www.zillow.com/homedetails/037-183-110-Mossbeach-Moss-Beach-CA-94038/440628417_zpid/","$700,000",,,
"https://photos.zillowstatic.com/fp/19a5f391b3b4c1b17d449a65eaaed62f-p_e.jpg","https://www.zillow.com/homedetails/17211-Park-Ave-Sonoma-CA-95476/15800418_zpid/","$799,000","2","3","1450"
"https://photos.zillowstatic.com/fp/ead2481f6f9af8a3a72f2884f6743448-p_e.jpg","https://www.zillow.com/homedetails/160-Radcliffe-Dr-Vallejo-CA-94589/15665186_zpid/","$456K","2","4","1304"
"https://photos.zillowstatic.com/fp/1a4715f42fe7122fd898b5a7ebc0df4d-p_e.jpg","https://www.zillow.com/homedetails/416-San-Lorenzo-Ct-Sonoma-CA-95476/69031862_zpid/","$2,495,000","4","4","3061"
"https://photos.zillowstatic.com/fp/16e183f91a3c16a26143719510b8527f-p_e.jpg","https://www.zillow.com/homedetails/5155-Dalai-Lama-Ave-Richmond-CA-94804/456103421_zpid/","$659,990","3","3","1401"
"https://photos.zillowstatic.com/fp/2da52eed7cd07b60f0279c3a6992e301-p_e.jpg","https://www.zillow.com/homedetails/2321-Sunshine-Dr-Concord-CA-94520/18366426_zpid/","$525,000","1","3","1248"
"https://photos.zillowstatic.com/fp/b9b937add8b828c22fbddadb52897bdf-p_e.jpg","https://www.zillow.com/homedetails/3519-Gemini-Ct-Concord-CA-94519/18348745_zpid/","$725,000","2","4","1476"
"https://photos.zillowstatic.com/fp/0ed06bf7c82878a2d1f87b807260a2fd-p_e.jpg","https://www.zillow.com/community/cadence-at-gold-hill/348182287_zpid/","$803,500+","4","4","2528"
"https://photos.zillowstatic.com/fp/8201a46d944c6feccbec3934ebd13439-p_e.jpg","https://www.zillow.com/homedetails/3525-Wood-Valley-Rd-Sonoma-CA-95476/15827850_zpid/","$5,995,000","5","5","4912"
"https://photos.zillowstatic.com/fp/cb24a17584586e97fd38a2cb986af8c4-p_e.jpg","https://www.zillow.com/community/heritage-view/447602559_zpid/","$999,999+","3","3","1916"
"https://photos.zillowstatic.com/fp/af1d7291af7bbed9b14d78077c54ba28-p_e.jpg","https://www.zillow.com/homedetails/0-Cordelia-Rd-Fairfield-CA-94534/2062783185_zpid/","$480,000",,,
"https://photos.zillowstatic.com/fp/85edf60b385b40e153a669458633c047-p_e.jpg","https://www.zillow.com/homedetails/54-Sunview-Dr-San-Francisco-CA-94131/15132715_zpid/","$1,488,888","2","3","1213"
"https://photos.zillowstatic.com/fp/17dbd8204a6c92792a57f6beecb377db-p_e.jpg","https://www.zillow.com/homedetails/1009-Sacramento-St-Vallejo-CA-94590/15656995_zpid/","$475,000","1","3","1320"
"https://photos.zillowstatic.com/fp/7872c65b59646ccaba033062bae0535a-p_e.jpg","https://www.zillow.com/homedetails/143-Primrose-Ln-Vallejo-CA-94591/15680029_zpid/","$689,000","2","4","1819"
"https://photos.zillowstatic.com/fp/9880cd27c109243740c74a607265b0f3-p_e.jpg","https://www.zillow.com/homedetails/4-Avila-Pl-Antioch-CA-94509/18321232_zpid/","$385,000","3","3","1390"
"https://photos.zillowstatic.com/fp/5f5568ae77c6d0156fb63e8895042be5-p_e.jpg","https://www.zillow.com/homedetails/661-Vintage-Valley-Dr-Fairfield-CA-94534/15722392_zpid/","$940,000","2","4","2416"
"https://photos.zillowstatic.com/fp/2f016974119715fde072797d3fa5f3b2-p_e.jpg","https://www.zillow.com/homedetails/7072-Alder-Creek-Rd-Vallejo-CA-94591/64857750_zpid/","$795,000","5","4","3112"
"https://photos.zillowstatic.com/fp/2e80da2a1c5aef5b77cc9565645a6753-p_e.jpg","https://www.zillow.com/homedetails/872-S-Regatta-Dr-Vallejo-CA-94591/15674821_zpid/","$699,000","3","4","2104"
"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=37.80585861206055,-122.42292785644531&key=AIzaSyBWYJWCA8FNMQvSe_k3LKfDGJaEgdKwsco&signature=Cr4nWcBBhVberSw_UxRLGqkKU3E=","https://www.zillow.com/homedetails/900-N-Point-St-226-San-Francisco-CA-94109/461583560_zpid/","$60,000","2","2","1270"
"https://photos.zillowstatic.com/fp/b66cf11b82f78ae11392b5394ad08c06-p_e.jpg","https://www.zillow.com/homedetails/2628-Laguna-St-San-Francisco-CA-94123/15072801_zpid/","$2,995,000","3","3","2225"
"https://photos.zillowstatic.com/fp/835d5aa1c2d833660120866a81439321-p_e.jpg","https://www.zillow.com/homedetails/1461-Broadway-APT-405-San-Francisco-CA-94109/15072921_zpid/","$995,000","2","2","950"
"https://photos.zillowstatic.com/fp/7a4b215d774b19d15bd679988204036f-p_e.jpg","https://www.zillow.com/homedetails/3152-Lyon-St-San-Francisco-CA-94123/15080157_zpid/","$3,799,000","4","4","3080"
"https://photos.zillowstatic.com/fp/2d11a012db42d4c6fd7a4f389777c39a-p_e.jpg","https://www.zillow.com/homedetails/2514-32nd-Ave-San-Francisco-CA-94116/15123747_zpid/","$1,595,000","2","3","1805"
"https://photos.zillowstatic.com/fp/50337e41cda0d768fc6a79bd1da8fc8c-p_e.jpg","https://www.zillow.com/homedetails/4367-21st-St-San-Francisco-CA-94114/15130613_zpid/","$2,395,000","3","4","1885"
"https://photos.zillowstatic.com/fp/ab6f1b1b878edf96710b7744ea364a56-p_e.jpg","https://www.zillow.com/homedetails/475-Ulloa-St-San-Francisco-CA-94127/15135667_zpid/","$1,495,000","2","2","1258"
"https://photos.zillowstatic.com/fp/8867a7619111d860936e171e6118d6d6-p_e.jpg","https://www.zillow.com/homedetails/299-Maywood-Dr-San-Francisco-CA-94127/15137393_zpid/","$3,850,000","3","3","4250"
"https://photos.zillowstatic.com/fp/2ddfd70d27a07d88fe4fc2f4fb8570f0-p_e.jpg","https://www.zillow.com/homedetails/4403-24th-St-San-Francisco-CA-94114/15180015_zpid/","$2,150,000","3","3","2157"
"https://photos.zillowstatic.com/fp/53fd3c66f2ea46a8a956aa2a53fb90e1-p_e.jpg","https://www.zillow.com/homedetails/2039-Tennessee-St-Vallejo-CA-94590/15658772_zpid/","$550,000","1","3","1312"
"https://photos.zillowstatic.com/fp/7621d6d77d13110e6051cdbb5df8171c-p_e.jpg","https://www.zillow.com/homedetails/563-Cooper-Dr-Benicia-CA-94510/15683597_zpid/","$885,000","3","3","2039"
"https://photos.zillowstatic.com/fp/1b6e4f4722fd2797089bf3da48bb9aa4-p_e.jpg","https://www.zillow.com/homedetails/21-McClarren-Ct-Brentwood-CA-94513/18281939_zpid/","$725,000","3","4","2024"
"https://photos.zillowstatic.com/fp/c5afa9237583ece1cffca582dcdc05af-p_e.jpg","https://www.zillow.com/homedetails/2701-Coffee-Tree-Way-Antioch-CA-94509/18296474_zpid/","$539,888","2","3","1148"
"https://photos.zillowstatic.com/fp/836b32c01bbb789dfd6576ea7ede1edb-p_e.jpg","https://www.zillow.com/homedetails/5228-Cedar-Ridge-Way-Antioch-CA-94531/18302515_zpid/","$790,000","3","4","1975"
"https://photos.zillowstatic.com/fp/6e452b2c2a1980abff8854fa90666161-p_e.jpg","https://www.zillow.com/homedetails/5008-Morgan-Way-Antioch-CA-94531/18304267_zpid/","$599,000","3","3","1382"
"https://photos.zillowstatic.com/fp/8b90a671c87c7268b1f5c31a357a97bd-p_e.jpg","https://www.zillow.com/homedetails/18-E-Madill-St-Antioch-CA-94509/18308761_zpid/","$519,999","2","3","1591"
"https://photos.zillowstatic.com/fp/28d86d9bc5adfe5f50947a8d3d5a6fb1-p_e.jpg","https://www.zillow.com/homedetails/621-Black-Oak-Way-Antioch-CA-94509/18314682_zpid/","$849,888","3","5","2899"
"https://photos.zillowstatic.com/fp/1664d9f3fed0b99df544194887bbe66f-p_e.jpg","https://www.zillow.com/homedetails/5065-Carbondale-Way-Antioch-CA-94531/18318511_zpid/","$1,199,888","3","5","4238"
"https://photos.zillowstatic.com/fp/8abfc5fc3b5231b8835ce5267c6339f8-p_e.jpg","https://www.zillow.com/homedetails/2809-Fortuna-Ct-Antioch-CA-94509/18318616_zpid/","$550,000","2","3","1390"
"https://photos.zillowstatic.com/fp/9051731c2c3680c8d8979ab3d590522a-p_e.jpg","https://www.zillow.com/homedetails/234-Jimno-Ave-Pittsburg-CA-94565/18323567_zpid/","$449,000","1","3","1128"
"https://photos.zillowstatic.com/fp/3a8b367093cabdeee659f607134687ce-p_e.jpg","https://www.zillow.com/homedetails/0-Vallecitos-Rd-Montara-CA-94037/352395864_zpid/","$850,000","0",,"0"
"https://photos.zillowstatic.com/fp/164848850dda5f9bb179dbd7afbe6826-p_e.jpg","https://www.zillow.com/homedetails/1695-Higgins-Way-Pacifica-CA-94044/2053241517_zpid/","$6,995,000","6","4","4098"
