price,bedrooms,bathrooms,sqft,lot_size,property_type,year_built,location,latitude,longitude,description,state,zipcode,address,listing_url,source_file,data_tier,is_synthetic_augment
280000.0,2.0,2.0,1932.0,5477.623555143062,townhouse,1964.0,Houston,29.737265,-95.492325,"Experience the charm of a New Orleans–style gated community ideally located in the highly desirable Galleria area, surrounded by premier shopping and dining, and just minutes from Loop 610, I-10, and Highway 59 for an easy commute. This beautifully maintained home features a spacious open-concept floor plan highlighted by a large kitchen perfect for entertaining and a stunning double-sided wood-burning fireplace that adds warmth and character to both living spaces. Enjoy cedar-lined closets, durable wood laminate flooring throughout (no carpet), and thoughtful upgrades totaling approximately $20,000. Recent improvements include a new air conditioning system (2019), updated electrical panel (2022/2023), and upgraded flooring—offering peace of mind and modern comfort.

The monthly maintenance covers electricity, water, sewer, and trash, providing exceptional value and convenience.",TX,77057.0,2711 Briarhurst Dr APT 18,https://www.zillow.com/homedetails/2711-Briarhurst-Dr-APT-18-Houston-TX-77057/28266787_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
439000.0,3.0,3.0,2348.0,5477.623555143062,single_family,2016.0,Houston,29.805729,-95.51095,"Beautifully maintained David Weekley home nestled within a gated community in the highly sought-after Spring Branch area. This thoughtfully designed residence offers first-floor living with a functional, open-concept layout that  connects the kitchen, dining, and living areas, deal for both everyday living and entertaining. The newly turfed backyard provides a low-maintenance outdoor retreat, while the dedicated home office offers the perfect space for remote work or creative projects. Upstairs, you’ll find all bedrooms conveniently located off a spacious game room, which can serve as a secondary living area, playroom, or additional office space. Notable updates include a recent Samsung Smart refrigerator, Bosch dishwasher, blackout screens on rear-facing windows, an upgraded HVAC plenum, and a UV light added to the system for enhanced air quality. Schedule your tour today!",TX,77080.0,8923 Highgate Ln,https://www.zillow.com/homedetails/8923-Highgate-Ln-Houston-TX-77080/161443664_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
159000.0,3.0,2.0,1228.0,5477.623555143062,single_family,1970.0,Houston,29.904676,-95.294914,"Charming 3-bedroom, 2-bath home located in an established Houston neighborhood, offering 1,228 sq. ft. of living space on a spacious .26-acre corner lot. Built in 1970, this property features great curb appeal and a functional layout with plenty of natural potential. The corner lot provides added space, flexibility, and enhanced presence. While the home does need repairs and updating, it presents a wonderful opportunity to customize and make it your own. Conveniently located near schools, shopping, dining, and major highways. A great chance to create your ideal home in a well-established area!",TX,77050.0,12518 Frazier River Dr,https://www.zillow.com/homedetails/12518-Frazier-River-Dr-Houston-TX-77050/28095782_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
480000.0,3.0,3.0,2090.0,5477.623555143062,single_family,2005.0,Houston,29.767675,-95.42149,"Beautiful villa in a gated community right off Westcott and Blossom; which leads directly to the Eastern Glades at Memorial Park and Blossom Street being the Bike Trail, connecting to the Buffalo Bayou Parks. This little gem was just recently updated in 2026. The home features spacious, open-flow living spaces. Kitchen has granite counters and peninsula island and stainless appliances including new refrigerator. Living and dining room are complemented by a gas fireplace, dry bar and hardwood flooring. The 3rd bedroom is on the same level as the living areas. Primary Bedroom has double French doors providing unique overview of the living area and the ensuite bath offers double vanities, two walk-in closets. A spacious first-floor en-suite bedroom features double doors leading to a private, fenced backyard.",TX,77007.0,608 Westcott St,https://www.zillow.com/homedetails/608-Westcott-St-Houston-TX-77007/84052466_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
485000.0,3.0,2.0,1836.0,5477.623555143062,single_family,1964.0,Houston,29.7383,-95.56641,"Welcome to this warm and inviting 3-bedroom, 2-bath home in the desirable Walnut Bend neighborhood, where classic character meets comfortable modern updates. You’ll love the relaxed feel of the family room, complete with high vaulted ceilings and a cozy brick fireplace, while the gourmet kitchen offers plenty of granite counter space, crisp white cabinetry, and a sunny breakfast nook, perfect for your morning coffee. A formal dining room conveniently connects to the kitchen. A home office is located at the front of the home. The primary bedroom serves as a peaceful retreat with an en-suite bath. Additional upgrades include: New windows, gutters, paint, A/C & ductwork. Perfectly situated in a wonderful location, you can walk to local favorites like Whole Foods and Target or enjoy the neighborhood park, pool, and tennis courts, all with quick access to the Energy Corridor and Terry Hershey Park trails.",TX,77042.0,10723 Wickersham Ln,https://www.zillow.com/homedetails/10723-Wickersham-Ln-Houston-TX-77042/28086902_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
359999.0,3.0,1.0,1677.0,5477.623555143062,multi_family,1940.0,Houston,29.72556,-95.2843,"Explore this newly updated duplex at 7939 Goode St in Houston—a property that blends modern style with great earning potential. Each side offers 2 comfortable bedrooms and 1 refreshed bathroom, finished with contemporary touches throughout. The layout is open and inviting, connecting the living area to a modern kitchen featuring updated counters, sleek cabinetry, and durable flooring. Natural light fills the space through generously sized windows, creating a bright, welcoming feel. A fully fenced yard provides added privacy and a great outdoor area for relaxing or hosting. Whether you're looking to invest or prefer to live in one unit and rent out the other, this property offers flexibility and lasting value. Conveniently located near major roads, shopping, dining, and everyday essentials.",TX,77012.0,7939 Goode St,https://www.zillow.com/homedetails/7939-Goode-St-Houston-TX-77012/27769542_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
367000.0,4.0,4.0,2332.0,5477.623555143062,single_family,2012.0,Houston,29.683508,-95.62171,"Located in the gated Cedar Springs community, this beautifully maintained 4-bedroom, 3.5-bath home pairs timeless curb appeal with an airy, upscale feel inside. High ceilings and abundant natural light elevate the open living spaces, while the thoughtfully designed layout offers both comfort and flexibility. The kitchen features extensive cabinetry, generous counter space, gas cooking, and a sunny breakfast area that connects seamlessly to the main living area. The spacious primary retreat is complemented by a bath with dual sinks, a soaking tub, and separate shower. Well-proportioned secondary bedrooms provide options for guests, work, or additional living needs. Downstairs study offers flexibility for a guest room, bedroom, home office or other bonus use. Complete with a 2-car garage and convenient access to major west Houston corridors, this home offers a refined blend of space, style, and everyday ease.",TX,77083.0,8806 Willow Wind Ln,https://www.zillow.com/homedetails/8806-Willow-Wind-Ln-Houston-TX-77083/121117006_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
165000.0,4.0,2.0,1120.0,5477.623555143062,single_family,1955.0,Houston,29.66817,-95.34561,"Great remodeled 4 bedroom,2 bath home located in the quiet, peaceful subdivision of Inwood Terrace. BRAND NEW DRIVEWAY! Easy access to SH90, Loop 288, and 610.  Recent paint, Recent flooring!  The Kitchen, sure to please the chef in your life boasts beautiful granite counter tops, LOTS OF cabinets and a pantry for storage and a beautiful glass backsplash.   Large open living area with hard floors.  Primary bath has a gorgeous stand alone shower perfect for washing away the stress of the day! Schedule a Showing Today!",TX,77033.0,5219 Myrtlewood St,https://www.zillow.com/homedetails/5219-Myrtlewood-St-Houston-TX-77033/27984296_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
370000.0,4.0,2.0,2181.0,5477.623555143062,single_family,1979.0,Houston,29.74565,-95.57899,"Mature trees frame this brick home centered around an interior courtyard. This one-story, four-bedroom home features a primary suite with an ensuite bath and two walk-in closets. One secondary bedroom could easily serve as a home office with French doors and a large built-in shelving wall. The breakfast area may become your favorite place to start the day, with two windows bringing in natural light. The dining room is the brightest space, with three windows overlooking the front yard and additional windows facing the courtyard, ready to become a private oasis. The utility room offers dual access from the primary suite and secondary bedroom wing. The home also features PEX plumbing. Ideally located near Terry Hershey Park with 11+ miles of hike and bike trails, playgrounds, and picnic areas, and in the heart of the Energy Corridor near major Oil & Gas companies, restaurants, and shopping. Come see this unique home and picture life here!",TX,77077.0,11419 Inwood Dr,https://www.zillow.com/homedetails/11419-Inwood-Dr-Houston-TX-77077/28284462_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
225000.0,3.0,2.0,1292.0,5477.623555143062,single_family,1984.0,Houston,29.909172,-95.603035,"Welcome to 9507 Secretariat Drive, Houston, TX 77065 – a meticulously updated 3-bed, 2-bath single-story home with 1,292 sq ft of living space on a generous ~6,900 sq ft lot in desirable Steeplechase Sec 04! This traditional brick exterior home features a 2-car attached garage, fenced backyard, and community pool access. Inside, enjoy a beautifully remodeled kitchen with shaker cabinets, granite countertops, custom tile backsplash, and stainless steel appliances, plus luxury vinyl plank flooring and recessed lighting throughout. Recent upgrades include new roof, windows, rain gutters, HVAC system components, attic insulation, and more for modern comfort and efficiency. Spacious living areas with fireplace, open kitchen-to-family room flow, and proximity to major thoroughfares like Hwy 290, Beltway 8, and FM 1960 make this an ideal Houston home. Don’t miss out – schedule your showing today!",TX,77065.0,9507 Secretariat Dr,https://www.zillow.com/homedetails/9507-Secretariat-Dr-Houston-TX-77065/28407512_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
300000.0,4.0,2.0,2076.0,5477.623555143062,single_family,2014.0,Huffman,30.019709,-95.114136,"Welcome to Lakewood Heights, where this beautiful one-story home is ready to impress from the moment you pull up. With four bedrooms, 2 full bathrooms, & an open floor plan designed for real living, this home just feels right from the moment you walk in. The kitchen overlooks the family room & features granite countertops & stainless steel appliances. Brand new carpet installed in the bedrooms. The primary suite is a true retreat with a soaking tub, separate shower, double sinks, & a walk-in closet that won't disappoint. Three additional bedrooms give you the flexibility for guests, a home office, or whatever fits your life. The two-car attached garage & generous lot round out the package nicely. & then there's the community, boat launches, a fishing pier, a pool, & a community center all overlooking Lake Houston. This is more than just a home, it's a lifestyle. Space, updates, & a community that truly has it all waiting for you. Don't let this one slip by!",TX,77336.0,407 Corydon Dr,https://www.zillow.com/homedetails/407-Corydon-Dr-Huffman-TX-77336/97653495_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
525000.0,3.0,4.0,2390.0,5477.623555143062,single_family,2017.0,Houston,29.665052,-95.40176,"Corner Townhome with Rare 3-Car Garage in Gated Lake Community

Stunning corner townhome located in a quiet cul-de-sac within a serene gated lake community. Situated in Phase II of a well-established neighborhood, this home offers convenient access to the Texas Medical Center, Downtown, and MetroRail—ideal for professionals seeking comfort and connectivity.

Community Amenities:
Expansive green spaces, two scenic lakes, community swimming pool, jogging and walking trails, and a 24-hour manned gatehouse.

Property Features:
Rare 3-car garage, tankless water heater, 16-SEER A/C system, Bosch stainless-steel appliances with gas cooktop, contemporary finishes, and abundant natural light from its desirable corner location.

Enjoy secure, modern living in a beautifully maintained community with peaceful surroundings, convenient access to major highways, shopping, dining, and nearby parks. Schedule your showing today!",TX,77045.0,9546 London Bridge Sta,https://www.zillow.com/homedetails/9546-London-Bridge-Sta-Houston-TX-77045/126252816_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
195000.0,3.0,1.0,1146.0,5477.623555143062,single_family,1954.0,Houston,29.832901,-95.490486,"Charming 2-bedroom, 1-bath home nestled in the heart of Spring Branch! This inviting property offers a functional layout with comfortable living spaces, perfect for first-time buyers, downsizers, or investors. Enjoy a bright living area, a cozy kitchen with ample cabinet space, and well-sized bedrooms designed for everyday comfort. The spacious yard provides endless possibilities for outdoor entertaining, gardening, or relaxing evenings. Conveniently located with easy access to major highways, shopping, dining, and top-rated schools. Don’t miss this great opportunity to own in a highly desirable area—schedule your showing today!",TX,77092.0,6633 W 43rd St,https://www.zillow.com/homedetails/6633-W-43rd-St-Houston-TX-77092/27975309_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
389900.0,3.0,4.0,2578.0,5477.623555143062,single_family,2006.0,Houston,29.669546,-95.42145,"Live above it all just 1.5 miles from NRG Stadium in this exceptional corner residence, perfectly positioned inside a 24-hour guard-gated community., with resort-style amenities; a pool, clubroom and fitness center.  This is a corner home, so is Flooded with natural light with 3 sides of windows! This 3-bed, 3.5-bath home blends sophistication with effortless living. The open-concept 2nd floor showcases rich hardwoods, a private balcony with tranquil pond views behind the home & a chef-inspired kitchen featuring premium Bosch appliances. Retreat to the expansive primary suite with a spa-like bath, soaking tub, oversized shower, and a generous walk-in closet. The showstopper? A 4th-floor rooftop deck with breathtaking views of NRG Stadium & the Medical Center—perfect for entertaining or unwinding under the city lights. Thoughtfully upgraded with a whole-house generator, water filtration system, and more. This is elevated city living at its finest—schedule your private tour today!",TX,77054.0,9127 Harbor Hills Dr,https://www.zillow.com/homedetails/9127-Harbor-Hills-Dr-Houston-TX-77054/70313693_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
249000.0,3.0,2.0,1754.0,5477.623555143062,single_family,1998.0,Kingwood,30.074438,-95.21083,"Lowest priced $/SF in Sherwood Trails. Welcome to this charming home in a desirable neighborhood! Boasting great curb appeal and a versatile floorplan with high ceilings, this property offers a fresh look with refinished cabinets, new carpet, and ceiling fans. The family room features a custom stone fireplace w/gas logs and a wall of windows overlooking a private backyard backing to a reserve. The kitchen is open & spacious, with a long bar & refinished cabinets. The master bedroom overlooks the serene backyard, and the master bath includes his & her sinks, a garden tub, and a separate shower. Toilets & faucets in both bathrooms replaced. NEW ROOF August 2024, AC Compressor replaced April 2024.  This Home NEVER flooded!!  Don't miss out on this GEM of a home!",TX,77339.0,4219 Hermitage Hollow Ln,https://www.zillow.com/homedetails/4219-Hermitage-Hollow-Ln-Kingwood-TX-77339/28523284_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
499900.0,3.0,2.0,1446.0,5477.623555143062,single_family,1950.0,Houston,29.812181,-95.45496,"Looking for charm, space, and a great location just outside the Loop? Tucked into Brookwood Estates just north of 610, this exceptionally well-maintained 3-bedroom, 2-bath home sits on an oversized lot along quiet, tree-lined streets, offering a more relaxed neighborhood feel while staying close to everything you love nearby.

Major updates include a new roof (2025), PEX plumbing with tankless water heater (2025), updated HVAC with UV system (2025), and full irrigation. The backyard features improved drainage, landscaping, and lighting for both function and enjoyment.

Inside, a comfortable layout and renovated primary closet add to the home’s livability. With quick access to 610, 290, and I-10, you’re minutes from popular dining, shopping, and neighborhood favorites.

Be sure to review the Seller Upgrade List attached for a full overview of improvements.

Don’t miss your chance - opportunities like this in Brookwoods Estates are few and far between.",TX,77092.0,4401 Brookwoods Dr,https://www.zillow.com/homedetails/4401-Brookwoods-Dr-Houston-TX-77092/84068353_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
437500.0,3.0,2.0,2088.0,5477.623555143062,single_family,1962.0,Houston,29.672508,-95.49133,"Set in the highly sought-after Meyerland area, this quintessential ranch-style home has been thoughtfully refreshed with a brand-new roof and a floor plan designed for both comfort and ease of living. Located on a sunny, light-filled street, the home offers spacious bedrooms, generous closet space, and a layout that blends functionality with everyday charm. Inside, a welcoming open-concept design connects the dining area, inviting kitchen with breakfast nook, and main family room, creating an effortless flow for daily living and entertaining. Privately tucked away behind French doors, the office/game room offers flexible space for work, play, or quiet retreat. A large utility room and a backyard with plenty of room for outdoor living further enhance the appeal of this move-in-ready home. Notable updates include new roof and siding (2026), HVAC (2021), fresh interior paint (2026), and double-pane windows. Zoned to Parker Elementary, Meyerland Middle School, and Westbury High School.",TX,77096.0,5827 Rutherglenn Dr,https://www.zillow.com/homedetails/5827-Rutherglenn-Dr-Houston-TX-77096/28075695_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
130000.0,2.0,2.0,1137.0,5477.623555143062,single_family,1981.0,Houston,29.93693,-95.48583,"2-bedroom, 1-bathroom duplex located on Tridens Court. Features an open backyard just off the dining area—perfect for entertaining. Conveniently situated near Beltway 8 and Highway 249, with an easy 24-minute commute to Downtown.",TX,77086.0,11024 Tridens Ct,https://www.zillow.com/homedetails/11024-Tridens-Ct-Houston-TX-77086/28366469_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
635000.0,3.0,4.0,2472.0,5477.623555143062,single_family,2012.0,Houston,29.807213,-95.428085,"This beautiful, freestanding home sits inside a private community in popular Shady Acres. Upon entering you're greeted by a sizable foyer that leads to the first floor bedroom with backyard access. Fresh paint and a large, open living space, natural light and soaring ceilings welcome you to the main floor.  The kitchen opens to living/dining combo allowing for easy entertaining and has been recently updated with new appliances. The large primary bed on third floor is complete with new carpet, 2 large walk-in closets, primary bath with dual sinks, soaking tub & separate shower. The additional secondary bedrooms also has an en-suite bathroom and generously sized closet. Outside, step out to new fully fenced yard with heated pool, turfed green space and spacious lounging area outfitted with pest control & mosquito misting system. Backyard is plumbed & gas line run for outdoor kitchen. Ideal location close to restaurants and bike trails with easy hwy access. Zoned to Sinclair Elementary!",TX,77008.0,1621 W 23rd St Unit B,https://www.zillow.com/homedetails/1621-W-23rd-St-UNIT-B-Houston-TX-77008/112157182_zpid/,899b569d-6351-4b18-8786-e42ee73427be.csv,real_raw,False
