price,address,listing_url,description,latitude,longitude,data_tier,is_synthetic_augment,bedrooms,bathrooms,sqft,lot_size,location,property_type,price_per_sqft,property_age,bed_bath_ratio,location_target_enc,location_cluster,amenity_count,luxury_score
1999000.0,"34 Gate 6 1/2 Road, Sausalito, CA 94965",https://www.zillow.com/homedetails/34-Gate-6-1-2-Rd-Sausalito-CA-94965/2063192962_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,949.0854188323748,39.0,1.0,434955.5737602818,0,0,18.65
749000.0,"160 Windsor Way, Vallejo, CA 94591",https://www.zillow.com/homedetails/160-Windsor-Way-Vallejo-CA-94591/15680006_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,355.6102944999743,39.0,1.0,434955.5737602818,0,0,9.07
498000.0,"2250 Monroe St APT 358, Santa Clara, CA 95050",https://www.zillow.com/homedetails/2250-Monroe-St-APT-358-Santa-Clara-CA-95050/64886772_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,236.4404895340283,39.0,1.0,434955.5737602818,0,0,7.15
1798000.0,"1109 Empey Way, San Jose, CA 95128",https://www.zillow.com/homedetails/1109-Empey-Way-San-Jose-CA-95128/19588803_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,853.6546188397247,39.0,1.0,434955.5737602818,0,0,17.11
1590000.0,"23368 Mayar Ct, Hayward, CA 94541",https://www.zillow.com/homedetails/23368-Mayar-Ct-Hayward-CA-94541/461604057_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,754.9003581508133,39.0,1.0,434955.5737602818,0,0,15.52
1259995.0,"Della Plan, Parkside West",https://www.zillow.com/community/parkside-west/441977206_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,598.2205514265622,39.0,1.0,434955.5737602818,0,0,12.99
1323382.0,"1759 Evergreen Ave, Dublin, CA 94568",https://www.zillow.com/homedetails/1759-Evergreen-Ave-Dublin-CA-94568/461603876_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,628.3154375914086,39.0,1.0,434955.5737602818,0,0,13.47
450000.0,"5697 Makati Cir APT B, San Jose, CA 95123",https://www.zillow.com/homedetails/5697-Makati-Cir-APT-B-San-Jose-CA-95123/19829476_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,213.65104475966413,39.0,1.0,434955.5737602818,0,0,6.78
1550000.0,"6235 Tillamook Dr, San Jose, CA 95123",https://www.zillow.com/homedetails/6235-Tillamook-Dr-San-Jose-CA-95123/19833902_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,735.9091541721765,39.0,1.0,434955.5737602818,0,0,15.21
798000.0,"608 Arcadia Ter Unit 303, Sunnyvale, CA 94085",https://www.zillow.com/homedetails/608-Arcadia-Ter-UNIT-303-Sunnyvale-CA-94085/19544042_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,378.8745193738044,39.0,1.0,434955.5737602818,0,0,9.45
1699000.0,"5675 Comanche Dr, San Jose, CA 95123",https://www.zillow.com/homedetails/5675-Comanche-Dr-San-Jose-CA-95123/19820159_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,806.6513889925985,39.0,1.0,434955.5737602818,0,0,16.35
1098000.0,"1249 Edgewood Way, South San Francisco, CA 94080",https://www.zillow.com/homedetails/1249-Edgewood-Way-South-San-Francisco-CA-94080/2056843415_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,521.3085492135805,39.0,1.0,434955.5737602818,0,0,11.75
1255000.0,"7071 N Mariposa Ct, Dublin, CA 94568",https://www.zillow.com/homedetails/7071-N-Mariposa-Ct-Dublin-CA-94568/119586486_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,595.84902482973,39.0,1.0,434955.5737602818,0,0,12.95
999888.0,"1044 Keeble Ct, San Jose, CA 95126",https://www.zillow.com/homedetails/1044-Keeble-Ct-San-Jose-CA-95126/59683041_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,474.7269240947801,39.0,1.0,434955.5737602818,0,0,11.0
1798000.0,"184 Kenwood Way, San Francisco, CA 94127",https://www.zillow.com/homedetails/184-Kenwood-Way-San-Francisco-CA-94127/15141974_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,853.6546188397247,39.0,1.0,434955.5737602818,0,0,17.11
1348888.0,"2411 Carlmont Dr APT 110, Belmont, CA 94002",https://www.zillow.com/homedetails/2411-Carlmont-Dr-APT-110-Belmont-CA-94002/15631000_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,640.4251788083862,39.0,1.0,434955.5737602818,0,0,13.67
999999.0,"3817 Stanford Way, Livermore, CA 94550",https://www.zillow.com/homedetails/3817-Stanford-Way-Livermore-CA-94550/24939307_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,474.7796246858208,39.0,1.0,434955.5737602818,0,0,11.0
1299999.0,"729 N 20th St, San Jose, CA 95112",https://www.zillow.com/homedetails/729-N-20th-St-San-Jose-CA-95112/19567561_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,617.2136545255969,39.0,1.0,434955.5737602818,0,0,13.3
1399888.0,"801 Fassler Ave, Pacifica, CA 94044",https://www.zillow.com/homedetails/801-Fassler-Ave-Pacifica-CA-94044/318413752_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,664.6389638811482,39.0,1.0,434955.5737602818,0,0,14.06
820000.0,"2988 Grassina St Unit 409, San Jose, CA 95136",https://www.zillow.com/homedetails/2988-Grassina-St-UNIT-409-San-Jose-CA-95136/69300652_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,389.31968156205465,39.0,1.0,434955.5737602818,0,0,9.62
799000.0,"741 Modern Ice Dr, San Jose, CA 95112",https://www.zillow.com/homedetails/741-Modern-Ice-Dr-San-Jose-CA-95112/112092851_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,379.3492994732703,39.0,1.0,434955.5737602818,0,0,9.46
1275000.0,"835 Fassler Ave, Pacifica, CA 94044",https://www.zillow.com/homedetails/835-Fassler-Ave-Pacifica-CA-94044/450529675_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,605.3446268190484,39.0,1.0,434955.5737602818,0,0,13.1
1300000.0,"1017 Golden Gate Ave, Half Moon Bay, CA 94019",https://www.zillow.com/homedetails/1017-Golden-Gate-Ave-Half-Moon-Bay-CA-94019/15554094_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,617.2141293056964,39.0,1.0,434955.5737602818,0,0,13.3
1050000.0,"337 Bettencourt Street, Sonoma, CA 95476",https://www.zillow.com/homedetails/337-Bettencourt-St-Sonoma-CA-95476/15770240_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,498.51910443921633,39.0,1.0,434955.5737602818,0,0,11.38
1398000.0,"1660 Long St, Santa Clara, CA 95050",https://www.zillow.com/homedetails/1660-Long-St-Santa-Clara-CA-95050/19556366_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,663.7425790533566,39.0,1.0,434955.5737602818,0,0,14.05
1598000.0,"490 Suisse Dr, San Jose, CA 95123",https://www.zillow.com/homedetails/490-Suisse-Dr-San-Jose-CA-95123/19821325_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,758.6985989465406,39.0,1.0,434955.5737602818,0,0,15.58
1688000.0,"993 Minnesota Ave, San Jose, CA 95125",https://www.zillow.com/homedetails/993-Minnesota-Ave-San-Jose-CA-95125/19680292_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,801.4288078984735,39.0,1.0,434955.5737602818,0,0,16.27
419000.0,"229 Nautical Court, Vallejo, CA 94591",https://www.zillow.com/homedetails/229-Nautical-Ct-Vallejo-CA-94591/15692520_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,198.9328616762206,39.0,1.0,434955.5737602818,0,0,6.54
1849000.0,"1613 Kentfield Ave, Redwood City, CA 94061",https://www.zillow.com/homedetails/1613-Kentfield-Ave-Redwood-City-CA-94061/119688766_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,877.8684039124867,39.0,1.0,434955.5737602818,0,0,17.5
560000.0,"801 S Winchester Blvd APT 6400, San Jose, CA 95128",https://www.zillow.com/homedetails/801-S-Winchester-Blvd-APT-6400-San-Jose-CA-95128/69302572_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,265.87685570091537,39.0,1.0,434955.5737602818,0,0,7.62
569000.0,"2301 Saidel Dr APT 3, San Jose, CA 95124",https://www.zillow.com/homedetails/2301-Saidel-Dr-APT-3-San-Jose-CA-95124/19678022_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,270.14987659610864,39.0,1.0,434955.5737602818,0,0,7.69
1398888.0,"220 Lindbergh St, San Mateo, CA 94401",https://www.zillow.com/homedetails/220-Lindbergh-St-San-Mateo-CA-94401/15524445_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,664.1641837816823,39.0,1.0,434955.5737602818,0,0,14.05
1600000.0,"(undisclosed Address), Oakland, CA 94605",https://www.zillow.com/homedetails/Oakland-CA-94605/2062436748_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,759.6481591454725,39.0,1.0,434955.5737602818,0,0,15.59
507604.0,"1101 S Main St APT 212, Milpitas, CA 95035",https://www.zillow.com/homedetails/1101-S-Main-St-APT-212-Milpitas-CA-95035/82957882_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,241.00027760929905,39.0,1.0,434955.5737602818,0,0,7.22
1595000.0,"5657 Rotterdam Ln, San Jose, CA 95118",https://www.zillow.com/homedetails/5657-Rotterdam-Ln-San-Jose-CA-95118/19755336_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,757.2742586481429,39.0,1.0,434955.5737602818,0,0,15.56
1999000.0,"2885 Berryessa Rd, San Jose, CA 95132",https://www.zillow.com/homedetails/2885-Berryessa-Rd-San-Jose-CA-95132/19773710_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,949.0854188323748,39.0,1.0,434955.5737602818,0,0,18.65
1298000.0,"851 Standish Rd, Pacifica, CA 94044",https://www.zillow.com/homedetails/851-Standish-Rd-Pacifica-CA-94044/15505976_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,616.2645691067645,39.0,1.0,434955.5737602818,0,0,13.28
1488888.0,"88 Palisades Dr, Daly City, CA 94015",https://www.zillow.com/homedetails/88-Palisades-Dr-Daly-City-CA-94015/15464899_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,706.8943927336152,39.0,1.0,434955.5737602818,0,0,14.74
1397000.0,"356 Northgate Ave, Daly City, CA 94015",https://www.zillow.com/homedetails/356-Northgate-Ave-Daly-City-CA-94015/15457473_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,663.2677989538906,39.0,1.0,434955.5737602818,0,0,14.04
1749000.0,"121 Bernal Ave, Moss Beach, CA 94038",https://www.zillow.com/homedetails/121-Bernal-Ave-Moss-Beach-CA-94038/15534242_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,830.3903939658946,39.0,1.0,434955.5737602818,0,0,16.74
1249000.0,"1219 Cedar St, Montara, CA 94037",https://www.zillow.com/homedetails/1219-Cedar-St-Montara-CA-94037/15533159_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,593.0003442329345,39.0,1.0,434955.5737602818,0,0,12.9
1095000.0,"1024 Rio Vista Dr, Pacifica, CA 94044",https://www.zillow.com/homedetails/1024-Rio-Vista-Dr-Pacifica-CA-94044/15506222_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,519.8842089151827,39.0,1.0,434955.5737602818,0,0,11.72
1355000.0,"1161 Tamarind St, Montara, CA 94037",https://www.zillow.com/homedetails/1161-Tamarind-St-Montara-CA-94037/15532894_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,643.327034776322,39.0,1.0,434955.5737602818,0,0,13.72
1740000.0,"525 5th St, Montara, CA 94037",https://www.zillow.com/homedetails/525-5th-St-Montara-CA-94037/15532868_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,826.1173730707013,39.0,1.0,434955.5737602818,0,0,16.67
1695000.0,"846 San Ramon Ave, Moss Beach, CA 94038",https://www.zillow.com/homedetails/846-San-Ramon-Ave-Moss-Beach-CA-94038/15534190_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,804.7522685947349,39.0,1.0,434955.5737602818,0,0,16.32
1585000.0,"1129 Acacia St, Montara, CA 94037",https://www.zillow.com/homedetails/1129-Acacia-St-Montara-CA-94037/15532906_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,752.5264576534837,39.0,1.0,434955.5737602818,0,0,15.48
1750000.0,"266 6th St, Montara, CA 94037",https://www.zillow.com/homedetails/266-6th-St-Montara-CA-94037/15532733_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,830.8651740653605,39.0,1.0,434955.5737602818,0,0,16.74
318000.0,"37022250 Carlos St, Moss Beach, CA 94038",https://www.zillow.com/homedetails/37022250-Carlos-St-Moss-Beach-CA-94038/460617108_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,150.98007163016266,39.0,1.0,434955.5737602818,0,0,5.77
338000.0,"37022240 Carlos St, Moss Beach, CA 94038",https://www.zillow.com/homedetails/37022240-Carlos-St-Moss-Beach-CA-94038/460616995_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,160.47567361948106,39.0,1.0,434955.5737602818,0,0,5.92
2000000.0,"1 Ohlone Dr, Pacifica, CA 94044",https://www.zillow.com/homedetails/1-Ohlone-Dr-Pacifica-CA-94044/2077472246_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,949.5601989318404,39.0,1.0,434955.5737602818,0,0,18.66
99000.0,"0 Oak Ave, Moss Beach, CA 94038",https://www.zillow.com/homedetails/0-Oak-Ave-Moss-Beach-CA-94038/453844675_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,47.00322984712611,39.0,1.0,434955.5737602818,0,0,4.09
499000.0,"751 Sierra St, Moss Beach, CA 94038",https://www.zillow.com/homedetails/751-Sierra-St-Moss-Beach-CA-94038/2052958084_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,236.91526963349423,39.0,1.0,434955.5737602818,0,0,7.16
149000.0,"0 Elm St, Montara, CA 94037",https://www.zillow.com/homedetails/0-Elm-St-Montara-CA-94037/460069437_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,70.74223482042213,39.0,1.0,434955.5737602818,0,0,4.48
199000.0,"Elm St, Montara, CA 94037",https://www.zillow.com/homedetails/Elm-St-Montara-CA-94037/460065913_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,94.48123979371812,39.0,1.0,434955.5737602818,0,0,4.86
305000.0,"0 Etheldore St, Moss Beach, CA 94038",https://www.zillow.com/homedetails/0-Etheldore-St-Moss-Beach-CA-94038/352063409_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,144.8079303371057,39.0,1.0,434955.5737602818,0,0,5.67
318000.0,"0 4th St, Montara, CA 94037",https://www.zillow.com/homedetails/0-4th-St-Montara-CA-94037/457309612_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,150.98007163016266,39.0,1.0,434955.5737602818,0,0,5.77
395000.0,"1241 Birch St, Montara, CA 94037",https://www.zillow.com/homedetails/1241-Birch-St-Montara-CA-94037/2095549539_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,187.53813928903853,39.0,1.0,434955.5737602818,0,0,6.36
439000.0,"111 Corona Ln, Moss Beach, CA 94038",https://www.zillow.com/homedetails/111-Corona-Ln-Moss-Beach-CA-94038/15640173_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,208.428463665539,39.0,1.0,434955.5737602818,0,0,6.7
120000.0,"0 San Lucas Ave, Moss Beach, CA 94038",https://www.zillow.com/homedetails/0-San-Lucas-Ave-Moss-Beach-CA-94038/457162975_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,56.973611935910434,39.0,1.0,434955.5737602818,0,0,4.25
599000.0,"0 Ivy St, Montara, CA 94037",https://www.zillow.com/homedetails/0-Ivy-St-Montara-CA-94037/456723636_zpid/,,29.784128013985686,-95.42098180005512,real_raw,False,3.0,3.0,2106.238237712362,5767.2784984740665,Houston,unknown,284.39327958008624,39.0,1.0,434955.5737602818,0,0,7.92
